@  {'author': 'Pauli Brattico', 'year': 2021, 'date': 'April', 'study_id': 1, 'study_folder': 'language data working directory/study-4_d-LHM/', 'lexicon_folder': 'language data working directory/lexicons', 'test_corpus_folder': 'language data working directory/study-4_d-LHM/', 'test_corpus_file': 'LHM_corpus.txt', 'only_first_solution': False, 'logging': True, 'ignore_ungrammatical_sentences': False, 'console_output': 'Full', 'datatake_resources': True, 'datatake_resource_sequence': False, 'datatake_timings': False, 'datatake_images': False, 'image_parameter_stop_after_each_image': False, 'image_parameter_show_words': True, 'image_parameter_nolabels': False, 'image_parameter_spellout': False, 'image_parameter_case': False, 'image_parameter_show_sentences': True, 'image_parameter_show_glosses': True, 'extra_ranking': True, 'filter': True, 'lexical_anticipation': True, 'closure': 'Bottom-up', 'working_memory': True, 'positive_spec_selection': 100, 'negative_spec_selection': -100, 'break_head_comp_relations': -100, 'negative_tail_test': -100, 'positive_head_comp_selection': 100, 'negative_head_comp_selection': -100, 'negative_semantics_match': -100, 'lf_legibility_condition': -100, 'negative_adverbial_test': -100, 'positive_adverbial_test': 100}
@  2021-04-14 20:48:17.578383
@  Test sentences from language data working directory\study-4_d-LHM\LHM_corpus.txt.
@  Logs into language data working directory\study-4_d-LHM\LHM_corpus_log.txt.
@  Lexicon from language data working directory\lexicons\lexicon.txt.
@  Redundancy rules from language data working directory\lexicons\redundancy_rules.txt.
@  Universal morphemes from language data working directory\lexicons\ug_morphemes.txt.
@ 
@ 
Number,Sentence,Study_ID,Group 0,Group 1,Total Time,Garden Paths,Memory Reactivation,Steps,Merge,Move Head,Move Phrase,A-Move Phrase,A-bar Move Phrase,Move Adjunct,Agree,Phi,Transfer,Item streamed into syntax,Feature Processing,Extraposition,Inflection,Failed Transfer,LF recovery,LF test,Filter solution,Rank solution,Lexical retrieval,Morphological decomposition,Mean time per word,Asymmetric Merge,Sink,External Tail Test,Execution time (ms)	
451,ihailla#[kO] Pekka sanoo etta Pekka haluaa Merjaa ,1,5,0,3600,0,0,23,15,51,16,0,0,16,25,30,43,16,5,3,21,32,5,62,23,7,37,7,514,236,13,204,265
452,ihailla#[pA] Pekka sanoo etta Pekka haluaa Merjaa ,1,5,0,3600,0,0,23,15,51,16,0,0,16,25,30,43,16,5,3,21,32,5,62,23,7,37,7,514,236,13,204,187
453,ihailla#[foc]#[hAn] Pekka sanoo etta Pekka haluaa Merjaa ,1,5,0,3820,0,0,23,15,51,16,0,0,16,25,30,43,16,5,3,23,32,5,62,23,7,39,7,545,236,13,204,203
454,ihailla#[foc]#[kO] Pekka sanoo etta Pekka haluaa Merjaa ,1,5,0,3800,0,0,23,15,51,16,0,0,16,25,30,43,16,5,3,23,32,5,62,23,7,39,7,542,236,13,204,203
455,ihailla#[foc]#[pA] Pekka sanoo etta Pekka haluaa Merjaa ,1,5,0,3800,0,0,23,15,51,16,0,0,16,25,30,43,16,5,3,23,32,5,62,23,7,39,7,542,236,13,204,187
456,ihailla#[kO]#[hAn] Pekka sanoo etta Pekka haluaa Merjaa ,1,5,0,3790,0,0,23,15,51,16,0,0,16,25,30,43,16,5,3,23,32,5,62,23,7,39,7,541,236,13,204,187
457,ihailla#[pA]#[hAn] Pekka sanoo etta Pekka haluaa Merjaa ,1,5,0,3790,0,0,23,15,51,16,0,0,16,25,30,43,16,5,3,23,32,5,62,23,7,39,7,541,236,13,204,187
458,ihailla#[foc]#[kO]#[hAn] Pekka sanoo etta Pekka haluaa Merjaa ,1,5,0,3990,0,0,23,15,51,16,0,0,16,25,30,43,16,5,3,25,32,5,62,23,7,41,7,570,236,13,204,203
459,ihailla#[foc]#[pA]#[hAn] Pekka sanoo etta Pekka haluaa Merjaa ,1,5,0,3990,0,0,23,15,51,16,0,0,16,25,30,43,16,5,3,25,32,5,62,23,7,41,7,570,236,13,204,203
460,lahtea#C/op Pekka sanoo etta Pekan_gen taytyy ,1,5,0,2615,0,0,24,11,32,9,0,0,9,18,23,27,12,5,0,15,19,5,42,14,6,27,6,435,169,13,95,109
461,myyda#C/op Pekka sanoo etta Pekka haluaa omaisuutensa ,1,5,0,3390,0,0,23,15,51,16,0,0,16,25,30,43,16,5,3,16,32,5,62,23,7,32,7,484,236,13,204,187
462,myyda#C/op Pekka sanoo etta Pekan_gen taytyy omaisuutensa ,1,5,0,3200,0,0,21,14,45,10,0,0,10,25,31,33,15,5,3,16,32,6,52,22,6,31,7,457,194,11,104,171
463,haluaa#C/op Pekka sanoo etta ihailla Merjaa ,1,5,1,
464,ihailee#C/op Pekka sanoo etta Merjaa ,1,5,1,
465,taytyy#C/op Pekka sanoo etta Pekan_gen ihailla Merjaa ,1,5,1,
466,haluaa#C/op Pekka sanoo etta myyda omaisuutensa ,1,5,1,
467,myi#C/op Pekka sanoo etta omaisuutensa ,1,5,1,
468,taytyy#C/op Pekka sanoo etta Pekan_gen myyda omaisuutensa ,1,5,1,
469,ihailla#C/fin Pekka sanoo etta haluaa Merjaa ,1,5,1,
470,lahtea#C/fin Pekka sanoo etta Pekan_gen taytyy ,1,5,1,
471,ihailla Pekka sanoo etta haluaa Merjaa ,1,5,1,
472,lahtea Pekka sanoo etta Pekan_genan taytyy ,1,5,1,
473,haluaa#C/fin Pekka sanoo etta myyda omaisuutensa ,1,5,1,
474,myi#C/fin Pekka sanoo etta omaisuutensa ,1,5,1,
475,taytyy#C/fin Pekka sanoo etta Pekan_gen myyda omaisuutensa ,1,5,1,
476,haluaa Pekka sanoo etta myyda omaisuutensa ,1,5,1,
477,myi Pekka sanoo etta omaisuutensa ,1,5,1,
478,taytyy Pekka sanoo etta Pekan_gen myyda omaisuutensa ,1,5,1,
479,ihailla Merjaa#C/op Pekka haluaa ,1,6,0,5855,3,6,20,20,41,10,0,4,2,4,9,27,18,8,8,14,17,5,35,13,11,32,6,1463,71,15,41,125
480,Merjaa#C/op ihailla Pekka haluaa ,1,6,0,5850,3,6,20,20,42,15,0,10,2,4,9,23,18,10,1,14,17,5,34,13,8,32,6,1462,108,15,86,156
481,tassa#C/op ihailla Merjaa Pekka haluaa ,1,6,0,11770,7,14,33,37,79,27,0,18,3,8,14,52,31,15,13,18,38,6,72,25,16,49,9,2354,192,26,174,359
482,ihailla Merjaa haluan ,1,6,0,2290,1,2,10,10,17,2,0,1,0,2,7,7,10,4,1,7,2,5,8,7,3,17,3,763,28,7,14,46
483,ihailla#C/op Merjaa Pekka haluaa ,1,6,0,2005,0,0,13,10,17,2,0,0,2,4,8,14,11,2,2,15,9,4,21,9,6,26,5,501,83,9,98,62
484,ihailla Merjaa haluan tassa ,1,6,0,4050,2,3,18,19,35,8,0,4,0,7,13,18,18,5,5,16,9,6,21,15,8,34,8,1012,67,13,43,140
485,ihailla Merjaa haluan ,1,6,0,2290,1,2,10,10,17,2,0,1,0,2,7,7,10,4,1,7,2,5,8,7,3,17,3,763,28,7,14,46
486,ihailla Merjaa Pekka haluaa ,1,6,1,
487,ihailla Merjaa Pekka haluaa tassa ,1,6,1,
488,Merjaa#C/op ihailla Pekka haluaa tassa ,1,6,1,
489,ihailemalla#C/op Pekka istuu Merjaa ,1,7,1,
490,ihailemalla#[foc] Pekka istuu Merjaa ,1,7,1,
491,ihailemalla#[hAn] Pekka istuu Merjaa ,1,7,1,
492,ihailemalla#[kO] Pekka istuu Merjaa ,1,7,1,
493,ihailemalla#[pA] Pekka istuu Merjaa ,1,7,1,
494,ihailemalla#[foc]#[hAn] Pekka istuu Merjaa ,1,7,1,
495,ihailemalla#[foc]#[kO] Pekka istuu Merjaa ,1,7,1,
496,ihailemalla#[foc]#[pA] Pekka istuu Merjaa ,1,7,1,
497,ihailemalla#[kO]#[hAn] Pekka istuu Merjaa ,1,7,1,
498,ihailemalla#[pA]#[hAn] Pekka istuu Merjaa ,1,7,1,
499,ihailemalla#[foc]#[kO]#[hAn] Pekka istuu Merjaa ,1,7,1,
500,ihailemalla#[foc]#[pA]#[hAn] Pekka istuu Merjaa ,1,7,1,
501,ihailla#C/op sopimus Merjaa istuu ,1,7,1,
502,ihailla#[foc] sopimus Merjaa istuu ,1,7,1,
503,ihailla#[hAn] sopimus Merjaa istuu ,1,7,1,
504,ihailla#[kO] sopimus Merjaa istuu ,1,7,1,
505,ihailla#[pA] sopimus Merjaa istuu ,1,7,1,
506,ihailla#[foc]#[hAn] sopimus Merjaa istuu ,1,7,1,
507,ihailla#[foc]#[kO] sopimus Merjaa istuu ,1,7,1,
508,ihailla#[foc]#[pA] sopimus Merjaa istuu ,1,7,1,
509,ihailla#[kO]#[hAn] sopimus Merjaa istuu ,1,7,1,
510,ihailla#[pA]#[hAn] sopimus Merjaa istuu ,1,7,1,
511,ihailla#[foc]#[kO]#[hAn] sopimus Merjaa istuu ,1,7,1,
512,ihailla#[foc]#[pA]#[hAn] sopimus Merjaa istuu ,1,7,1,
513,ihailla#C/op Pekka teki sopimuksen Merjaa ,1,7,1,
514,ihailla#[foc] Pekka teki sopimuksen Merjaa ,1,7,1,
515,ihailla#[hAn] Pekka teki sopimuksen Merjaa ,1,7,1,
516,ihailla#[kO] Pekka teki sopimuksen Merjaa ,1,7,1,
517,ihailla#[pA] Pekka teki sopimuksen Merjaa ,1,7,1,
518,ihailla#[foc]#[hAn] Pekka teki sopimuksen Merjaa ,1,7,1,
519,ihailla#[foc]#[kO] Pekka teki sopimuksen Merjaa ,1,7,1,
520,ihailla#[foc]#[pA] Pekka teki sopimuksen Merjaa ,1,7,1,
521,ihailla#[kO]#[hAn] Pekka teki sopimuksen Merjaa ,1,7,1,
522,ihailla#[pA]#[hAn] Pekka teki sopimuksen Merjaa ,1,7,1,
523,ihailla#[foc]#[kO]#[hAn] Pekka teki sopimuksen Merjaa ,1,7,1,
524,ihailla#[foc]#[pA]#[hAn] Pekka teki sopimuksen Merjaa ,1,7,1,
525,Pekka teki ihailla sopimuksen Merjaa ,1,8,1,
526,Pekka teki myyda sopimuksen omaisuutensa ,1,8,1,
527,Pekka elaa ihailla haluamalla Merjaa ,1,8,1,
528,Pekka elaa ihailla#C/op haluamalla Merjaa ,1,8,1,
529,Pekka ihaile ei Merjaa ,1,9,1,
530,Pekka ollut ei ihaillut Merjaa ,1,9,1,
531,Pekka ollut ihaillut ei Merjaa ,1,9,1,
532,Pekka ei ihaillut ollut Merjaa ,1,9,1,
533,Pekka ei ihaillut ei ollut Merjaa ,1,9,1,
534,Pekka ihaillut ollut ei Merjaa ,1,9,1,
535,Pekan_gen taydy ei ihailla Merjaa ,1,9,1,
536,Pekan_gen taydy ihailla ei Merjaa ,1,9,1,
537,Pekan_gen ei ihailla taydy Merjaa ,1,9,1,
538,Pekan_gen ihailla ei taydy Merjaa ,1,9,1,
539,Pekan_gen ihailla taydy ei Merjaa ,1,9,1,
540,taydy#C/op Pekan_gen ihailla ei Merjaa ,1,9,1,
541,taydy#[foc] Pekan_gen ihailla ei Merjaa ,1,9,1,
542,taydy#[hAn] Pekan_gen ihailla ei Merjaa ,1,9,1,
543,taydy#[kO] Pekan_gen ihailla ei Merjaa ,1,9,1,
544,taydy#[pA] Pekan_gen ihailla ei Merjaa ,1,9,1,
545,taydy#[foc]#[hAn] Pekan_gen ihailla ei Merjaa ,1,9,1,
546,taydy#[foc]#[kO] Pekan_gen ihailla ei Merjaa ,1,9,1,
547,taydy#[foc]#[pA] Pekan_gen ihailla ei Merjaa ,1,9,1,
548,taydy#[kO]#[hAn] Pekan_gen ihailla ei Merjaa ,1,9,1,
549,taydy#[pA]#[hAn] Pekan_gen ihailla ei Merjaa ,1,9,1,
550,taydy#[foc]#[kO]#[hAn] Pekan_gen ihailla ei Merjaa ,1,9,1,
551,taydy#[foc]#[pA]#[hAn] Pekan_gen ihailla ei Merjaa ,1,9,1,
552,ihailla#C/op Pekan_gen taydy ei Merjaa ,1,9,1,
553,halua#C/op Pekan_gen Pekka ihailla ei Merjaa ,1,9,1,
554,ihailla#C/op Pekan_gen halua ei Merjaa ,1,9,1,
555,Pekka ihaile Merjaa ei ,1,9,1,
556,Pekka ei ihaillut Merjaa ollut ,1,9,1,
557,Pekan_gen ei ihailla Merjaa taydy ,1,9,1,
558,C/fin Pekka ihailee#C/op Merjaa ,1,10,1,
559,C/fin Pekka ei#C/op ihaile Merjaa ,1,10,1,
560,C/fin Pekka on'#C/op ihaillut Merjaa ,1,10,1,
561,C/fin Pekka ei#C/op ollut ihaillut Merjaa ,1,10,1,
562,C/fin Pekka haluaa#C/op ihailla Merjaa ,1,10,1,
563,C/fin Pekan_genn taytyy#C/op ihailla Merjaa ,1,10,1,
564,C/fin Pekan_gen ei#C/op taydy ihailla Merjaa ,1,10,1,
565,C/fin Pekka ei#C/op halua ihailla Merjaa ,1,10,1,
566,C/fin Pekka sanoo#C/op etta haluaa ihailla Merjaa ,1,10,1,
567,C/fin Pekka kaskee#C/op poikien ihailla Merjaa ,1,10,1,
568,C/fin Pekka istuu#C/op ihailemalla Merjaa ,1,10,1,
569,C/fin Pekka istuu#C/op haluamalla ihailla Merjaa ,1,10,1,
570,C/fin Pekka teki#C/op sopimuksen ihailla Merjaa ,1,10,1,
571,Pekka ei ihaile#C/op Merjaa ,1,10,1,
572,Pekka on' ihaillut#C/op Merjaa ,1,10,1,
573,Pekka ei ollut#C/op ihaillut Merjaa ,1,10,1,
574,Pekka haluaa ihailla#C/op Merjaa ,1,10,1,
575,Pekan_gen taytyy ihailla#C/op Merjaa ,1,10,1,
576,Pekan_gen ei taydy#C/op ihailla Merjaa ,1,10,1,
577,Pekka ei halua#C/op ihailla Merjaa ,1,10,1,
578,Pekka kaskee poikien ihailla#C/op Merjaa ,1,10,1,
579,Pekka ei ollut ihaillut#C/op Merjaa ,1,10,1,
580,Pekan_gen ei taydy ihailla#C/op Merjaa ,1,10,1,
581,Pekka ei halua ihailla#C/op Merjaa ,1,10,1,
582,Pekka sanoo etta haluaa ihailla#C/op Merjaa ,1,10,1,
583,Pekka istuu ihailemalla#C/op Merjaa ,1,10,1,
584,Pekka istuu haluamalla ihailla#C/op Merjaa ,1,10,1,
585,Pekka teki sopimuksen ihailla#C/op Merjaa ,1,10,1,
586,Pekka ihailee#C/op Merjaa ,1,10,1,
587,Pekka ei#C/op ihaile Merjaa ,1,10,1,
588,Pekka on'#C/op ihaillut Merjaa ,1,10,1,
589,Pekka ei#C/op ollut ihaillut Merjaa ,1,10,1,
590,Pekka haluaa#C/op ihailla Merjaa ,1,10,1,
591,Pekan_gen taytyy#C/op ihailla Merjaa ,1,10,1,
592,Pekan_gen ei#C/op taydy ihailla Merjaa ,1,10,1,
593,Pekka ei#C/op halua ihailla Merjaa ,1,10,1,
594,Pekka sanoo#C/op etta haluaa ihailla Merjaa ,1,10,1,
595,Pekka kaskee#C/op poikien ihailla Merjaa ,1,10,1,
596,Pekka istuu#C/op ihailemalla Merjaa ,1,10,1,
597,Pekka istuu#C/op haluamalla ihailla Merjaa ,1,10,1,
598,Pekka teki#C/op sopimuksen ihailla Merjaa ,1,10,1,
599,C/op#istuu Pekka ,1,10,1,
600,[foc]#istuu Pekka ,1,10,1,
601,[hAn]#istuu Pekka ,1,10,1,
602,[kO]#istuu Pekka ,1,10,1,
603,[pA]#istuu Pekka ,1,10,1,
604,[foc]#[hAn]#istuu Pekka ,1,10,1,
605,[foc]#[kO]#istuu Pekka ,1,10,1,
606,[foc]#[pA]#istuu Pekka ,1,10,1,
607,[kO]#[hAn]#istuu Pekka ,1,10,1,
608,[pA]#[hAn]#istuu Pekka ,1,10,1,
609,[foc]#[kO]#[hAn]#istuu Pekka ,1,10,1,
610,[foc]#[pA]#[hAn]#istuu Pekka ,1,10,1,
