dummy          {'LANG:EN', 'dummy'}
surprise-       {'SPEC:ADV', '-COMP:N', '-COMP:v', 'PF:surprise', '-VAL', 'SPEC:P', 'COMP:P', 'PHI:PER:_', 'PHI:GEN:_', 'SPEC:TO/inf', 'PHI:NUM:_', 'ASP', 'PHI:DET:_', '-COMP:V', '-SPEC:FORCE', 'CLASS:TR', 'V', '!COMP:*', '-COMP:T/fin', 'LF:surprise', 'LANG:EN', '-COMP:P', 'ARG', 'COMP:φ', '-SPEC:T/fin'}
talo            ['LANG:EN']
taloa           ['LANG:EN']
talona          ['LANG:EN']
taloksi         ['LANG:EN']
talo-           {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', '-SPEC:P', 'COMP:R/D', 'COMP:T/prt', '-COMP:WH', '-COMP:C/fin', 'LF:house', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', 'COMP:R', '-SPEC:ADV', '-COMP:AUX', 'LANG:FI', '-SPEC:R', '-SPEC:C/fin', '-COMP:D', 'COMP:uR', '-COMP:VA/inf', '-COMP:A', 'PF:talo', 'N', '-SPEC:FORCE', '-SPEC:uWH', '-SPEC:T/fin'}
tama            ['LANG:EN']
tama-           {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', 'PF:tama', '-COMP:C/fin', 'COMP:R', 'LANG:FI', '-SPEC:R', '-SPEC:C/fin', 'COMP:uR', 'N', 'PHI', '-SPEC:FORCE', '-SPEC:uWH', 'LF:this', 'COMP:T/prt', '-COMP:WH', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
tassa           ['LANG:EN']
taytyy          ['LANG:FI']
taydy           ['LANG:FI']
tayty-          {'SPEC:ADV', '-COMP:v', '!COMP:A/inf', '-COMP:N', '-VAL', 'SPEC:P', 'COMP:P', 'FIN', 'MODAL', 'PHI:PER:_', 'PHI:GEN:_', 'SPEC:TO/inf', '-ASP', 'PHI:NUM:_', 'PHI:DET:_', '-COMP:V', '-SPEC:FORCE', 'V', 'LANG:FI', 'PF:taytyy', 'SPEC:*', 'LF:must', 'ARG', '-SPEC:T/fin'}
teki            ['LANG:FI']
teke-           {'SPEC:ADV', '-COMP:v', '-COMP:N', '-VAL', 'SPEC:P', 'COMP:P', 'PHI:PER:_', 'PHI:GEN:_', '-COMP:A/inf', 'SPEC:TO/inf', 'PHI:NUM:_', '!COMP:φ', 'ASP', 'PHI:DET:_', 'LF:make', '-COMP:V', 'CLASS:TR', 'PF:teke', '-SPEC:FORCE', 'V', '!COMP:*', 'LANG:FI', 'ASP:BOUNDED', '-COMP:P', 'ARG', 'COMP:φ', '-SPEC:T/fin'}
that            {'COMP:C/fin', '-VAL', 'FORCE', '!COMP:*', 'PF:that', 'LF:that', 'FIN', 'COMP:T/fin', 'LANG:EN', '!PROBE:FIN', '-SPEC:*', 'FORCE:DECL', '-ARG'}
the             {'-SPEC:Neg/fin', 'PHI:NUM:SG', 'COMP:n', '-SPEC:V', 'COMP:N', '!PROBE:N', 'PHI:PER:3', '-SPEC:C', '-EDGE:*', 'PHI:DET:DEF', '-COMP:uR', 'φ', '-SPEC:MA/lla', '-SPEC:INF', 'adjoinable', '!COMP:*', '-COMP:T/fin', 'PF:the', 'LANG:EN', 'D', '-SPEC:P', '-COMP:P', 'LF:the', 'COMP:φ', '-SPEC:T/fin', '-ARG'}
to              {'-COMP:N', '-SPEC:Neg/fin', 'LF:to', '-SPEC:V', 'PHI:GEN:_', 'PF:to', 'TAIL:V', 'PHI:NUM:_', '-COMP:T', 'adjoinable', 'P', '-SPEC:T/prt', '!COMP:*', '-SPEC:C/fin', 'LANG:EN', '-SPEC:iWH', '-SPEC:FORCE', '-VAL', '-COMP:uWH', 'PHI:PER:_', '-COMP:ADV', '-SPEC:C', '-SPEC:*', '-SPEC:iR', '-float', '+SEM:directional', '-SPEC:INF', 'PHI:DET:_', '-SPEC:N', '-SPEC:ADV', '-COMP:T/fin', '-SPEC:v', '-COMP:A', '-SPEC:P', 'ARG', 'COMP:φ', '-SPEC:T/fin'}
to_inf          {'?ARG', '-VAL', 'TO/inf', '-SPEC:V', '-COMP:C/fin', 'INF', 'COMP:V', 'COMP:v', 'LF:TO/inf', 'TAM', 'adjoinable', 'PF:TO/inf', '!COMP:*', '-COMP:T/fin', '-SPEC:v', 'LANG:EN', '-COMP:FORCE', '-SPEC:T/fin'}
towards         {'-COMP:N', '-SPEC:Neg/fin', '-SPEC:V', 'PHI:GEN:_', 'TAIL:V', 'PF:towards', 'PHI:NUM:_', 'LF:towards', '-COMP:T', 'adjoinable', 'P', '-SPEC:T/prt', '!COMP:*', '-SPEC:C/fin', 'LANG:EN', '-SPEC:iWH', '-SPEC:FORCE', '-VAL', '-COMP:uWH', 'PHI:PER:_', '-COMP:ADV', '-SPEC:C', '-SPEC:*', '-SPEC:iR', '-float', 'PHI:DET:_', '-SPEC:INF', '-SPEC:N', '-SPEC:ADV', '-COMP:T/fin', '-SPEC:v', '-COMP:A', '-SPEC:P', 'ARG', 'COMP:φ', '-SPEC:T/fin'}
tonaisi         ['LANG:FI']
tonaista        ['LANG:FI']
tonaise-        {'SPEC:ADV', '-COMP:N', '-COMP:v', '-VAL', 'SPEC:P', 'COMP:P', '-SPEC:T/fin', 'PHI:PER:_', 'PHI:GEN:_', 'PF:tonaise', 'SPEC:TO/inf', 'PHI:NUM:_', 'ASP', 'PHI:DET:_', '-COMP:V', '-SPEC:FORCE', 'CLASS:TR', 'V', '!COMP:*', 'LANG:FI', '-COMP:P', 'ARG', 'COMP:φ', 'LF:nudge'}
tta             {'-COMP:N', '-SPEC:Neg/fin', '-SPEC:V', 'PHI:GEN:_', 'PHI:NUM:_', '-COMP:T', 'adjoinable', 'P', '-SPEC:T/prt', '!COMP:*', 'LANG:FI', '-SPEC:C/fin', 'COMP:n/MA', 'SPEC:*', '-SPEC:iWH', '-SPEC:FORCE', '-VAL', '-COMP:uWH', 'PHI:PER:_', 'LF:without', '-COMP:ADV', 'PF:tta', '-SPEC:C', '-SPEC:iR', 'ADV', 'PHI:DET:_', '-SPEC:INF', '-SPEC:N', '-SPEC:ADV', '-COMP:T/fin', '-SPEC:v', '-COMP:A', '-SPEC:P', 'ARG', 'COMP:φ', '-SPEC:T/fin'}
tries           ['LANG:EN']
try-            {'SPEC:ADV', '-COMP:N', '-COMP:v', '-VAL', 'PF:try', 'SPEC:P', 'COMP:P', '-SPEC:T/fin', 'PHI:PER:_', 'PHI:GEN:_', 'SPEC:TO/inf', 'PHI:NUM:_', 'ASP', 'PHI:DET:_', '!COMP:TO/inf', '-COMP:V', '-SPEC:FORCE', 'V', '!COMP:-ARG', 'LANG:EN', 'SEM:internal', 'SPEC:φ', 'ARG', 'LF:try'}
verifiche       {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'LANG:IT', 'COMP:D/rel', 'COMP:R/D', 'COMP:T/prt', '-COMP:WH', '-COMP:C/fin', 'LF:verification', 'SPEC:A', '-SPEC:INF', 'PF:verifiche', '-COMP:V', 'COMP:R', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-SPEC:R', '-SPEC:C/fin', '-COMP:D', 'COMP:uR', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', 'N', '-SPEC:FORCE', '-SPEC:uWH', '-SPEC:T/fin'}
virtaamalla     ['LANG:FI']
virtaa          ['LANG:FI']
virta-          {'SPEC:ADV', '-COMP:N', '-COMP:v', '-VAL', 'SPEC:P', 'COMP:P', 'PHI:PER:_', 'PHI:GEN:_', '!COMP:P', '-COMP:φ', 'SPEC:TO/inf', 'PHI:NUM:_', 'ASP', 'CLASS:INTR', 'PHI:DET:_', '-COMP:V', '-SPEC:FORCE', 'LF:flow', 'V', '-COMP:MA/inf', 'LANG:FI', 'PF:virtaa', 'SPEC:φ', 'ARG', '-SPEC:T/fin'}
voluto          ['LANG:IT']
vuole           ['LANG:IT']
volu-           {'SPEC:ADV', '-COMP:N', '-COMP:v', '-VAL', 'SPEC:P', 'COMP:P', 'PHI:PER:_', 'PHI:GEN:_', 'PF:volu', '-SPEC:*', 'SPEC:TO/inf', 'PHI:NUM:_', 'ASP', 'PHI:DET:_', '-COMP:V', '-SPEC:FORCE', 'V', '!COMP:*', 'LF:want', 'SEM:internal', 'LANG:EN', 'ARG', '-SPEC:T/fin'}
voitti          ['LANG:FI']
voittanut       ['LANG:FI']
voittaa         ['LANG:FI']
voitta-         {'SPEC:ADV', '-COMP:N', 'PF:voitta', '-COMP:v', 'LF:win', '-VAL', 'SPEC:P', 'COMP:P', 'PHI:PER:_', 'PHI:GEN:_', 'SEM:achievement', 'SPEC:TO/inf', 'PHI:NUM:_', 'ASP', 'PHI:DET:_', '-COMP:V', '-SPEC:FORCE', 'CLASS:TR', 'V', '!COMP:*', 'LANG:EN', 'ASP:BOUNDED', '-COMP:P', 'ARG', 'COMP:φ', '-SPEC:T/fin'}
wants           ['LANG:EN']
want-           {'SPEC:ADV', '-COMP:N', '-COMP:v', '-VAL', 'SPEC:P', 'COMP:P', 'PHI:PER:_', 'PHI:GEN:_', 'PF:want', 'COMP:TO/inf', 'PHI:NUM:_', 'ASP', 'PHI:DET:_', '-COMP:V', '-SPEC:FORCE', 'CLASS:TR', 'V', '!COMP:*', 'LF:want', 'LANG:EN', '-SPEC:TO/inf', '-COMP:P', 'ARG', 'COMP:φ', '-SPEC:T/fin'}
what            ['LANG:EN']
what-           {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', 'LF:what', '-COMP:C/fin', 'PF:what', 'COMP:R', 'PHI_N', '-SPEC:R', '-SPEC:C/fin', 'LANG:EN', 'COMP:uR', '-COMP:*', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'COMP:T/prt', '-COMP:WH', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
which           {'-SPEC:Neg/fin', 'COMP:n', 'LF:which', '-SPEC:V', 'COMP:N', '!PROBE:N', 'OP:WH', '-EDGE:*', '-SPEC:C', 'DIS:WH', '-COMP:uR', 'φ', '-SPEC:MA/lla', '-SPEC:INF', 'adjoinable', '!COMP:*', '-COMP:T/fin', 'LANG:EN', 'D', 'PF:which', '-SPEC:P', '-COMP:P', 'COMP:φ', '-SPEC:T/fin', '-ARG'}
who             ['LANG:EN']
who-            {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', 'LF:who', '-COMP:C/fin', 'COMP:R', 'PHI_N', '-SPEC:R', '-SPEC:C/fin', 'LANG:EN', 'COMP:uR', '-COMP:*', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'COMP:T/prt', '-COMP:WH', 'PF:who', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
whether         {'OP:Q', '-VAL', 'FORCE', '!COMP:*', 'PF:whether', 'FIN', 'Q', 'COMP:T/fin', 'LANG:EN', 'OP:WH', 'LF:whether', '!PROBE:FIN', '-SPEC:*', 'COMP:C/fin', '-ARG'}
yrittaa         ['LANG:FI']
yritta-         {'SPEC:ADV', '-COMP:N', '!COMP:A/inf', '-COMP:v', '-VAL', 'SPEC:P', 'COMP:P', '-SPEC:T/fin', 'PHI:PER:_', 'PHI:GEN:_', 'SPEC:TO/inf', 'PHI:NUM:_', 'ASP', 'PHI:DET:_', '-COMP:V', '-SPEC:FORCE', 'V', '!COMP:-ARG', 'LANG:EN', 'SEM:internal', 'PF:yritta', 'SPEC:φ', 'ARG', 'LF:try'}
mina            ['LANG:EN']
mina-           {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', 'PF:mina', '-COMP:C/fin', 'COMP:R', 'LANG:FI', 'PHI_N', '-SPEC:R', '-SPEC:C/fin', 'COMP:uR', '-COMP:*', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'COMP:T/prt', '-COMP:WH', 'SPEC:A', '-SPEC:INF', '-COMP:V', 'LF:I', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
sina            ['LANG:EN']
sina-           {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', '-COMP:C/fin', 'COMP:R', 'LANG:FI', 'PHI_N', '-SPEC:R', '-SPEC:C/fin', 'COMP:uR', '-COMP:*', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'PF:sina', 'COMP:T/prt', '-COMP:WH', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', 'LF:you', '-COMP:D', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
han             ['LANG:EN']
hän             ['LANG:EN']
häntä           ['LANG:EN']
hänen           ['LANG:EN']
han-            {'-COMP:N', '-COMP:v', '-COMP:A', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', '-COMP:C/fin', 'COMP:R', 'LANG:FI', 'PHI_N', '-SPEC:R', '-SPEC:C/fin', 'COMP:uR', '-COMP:*', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'COMP:T/prt', '-COMP:WH', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', 'LF:s/he', '-COMP:VA/inf', 'PF:hän', '-SPEC:P', '-SPEC:T/fin'}
hanet           ['LANG:EN']
me              ['LANG:EN']
me              ['LANG:EN']
me-             {'-COMP:N', '-COMP:v', 'PF:me', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', 'LF:we', '-COMP:C/fin', 'COMP:R', 'LANG:FI', 'PHI_N', '-SPEC:R', '-SPEC:C/fin', 'COMP:uR', '-COMP:*', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'COMP:T/prt', '-COMP:WH', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
te              ['LANG:EN']
te-             {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', '-COMP:C/fin', 'PF:te', 'COMP:R', 'LANG:FI', 'PHI_N', '-SPEC:R', '-SPEC:C/fin', 'COMP:uR', '-COMP:*', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'COMP:T/prt', '-COMP:WH', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', 'LF:you', '-COMP:D', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
he_FI           ['LANG:EN']
heidan          ['LANG:EN']
he_FI-          {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', '-COMP:C/fin', 'COMP:R', 'LANG:FI', 'PHI_N', '-SPEC:R', '-SPEC:C/fin', 'COMP:uR', '-COMP:*', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'PF:he', 'COMP:T/prt', '-COMP:WH', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', 'LF:they', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
se              ['LANG:EN']
se              ['LANG:EN']
sen             ['LANG:EN']
sita            ['LANG:EN']
se-             {'-SPEC:Neg/fin', 'COMP:n', '-SPEC:V', 'COMP:N', '!PROBE:N', '-SPEC:C', '-EDGE:*', '-COMP:uR', 'LF:the/that', 'PF:se', 'φ', '-SPEC:MA/lla', '-SPEC:INF', 'adjoinable', '!COMP:*', 'LANG:FI', '-COMP:T/fin', 'D', '-SPEC:P', '-COMP:P', 'COMP:φ', '-SPEC:T/fin', '-ARG'}
itseään         ['LANG:EN']
itsensä_gen     ['LANG:EN']
itse-           {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', '-COMP:C/fin', 'LF:self', 'COMP:R', 'LANG:FI', 'PHI_N', '-SPEC:R', '-SPEC:C/fin', 'COMP:uR', '-COMP:*', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'COMP:T/prt', '-COMP:WH', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', 'PF:itse', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
I               ['LANG:EN']
I-              {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', '-COMP:C/fin', 'COMP:R', 'PHI_N', '-SPEC:R', '-SPEC:C/fin', 'LANG:EN', 'COMP:uR', '-COMP:*', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'PF:I', 'COMP:T/prt', '-COMP:WH', 'SPEC:A', '-SPEC:INF', '-COMP:V', 'LF:I', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
you             ['LANG:EN']
you-            {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', '-COMP:C/fin', 'COMP:R', 'PHI_N', '-SPEC:R', '-SPEC:C/fin', 'LANG:EN', 'COMP:uR', '-COMP:*', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'COMP:T/prt', '-COMP:WH', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', 'LF:you', 'PF:you', '-COMP:D', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
he              ['LANG:EN']
him             ['LANG:EN']
himself         ['LANG:EN']
he-             {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', '-COMP:C/fin', 'COMP:R', 'PHI_N', 'LF:he', '-SPEC:R', 'LANG:EN', '-SPEC:C/fin', 'COMP:uR', '-COMP:*', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'PF:he', 'COMP:T/prt', '-COMP:WH', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
she             ['LANG:EN']
her             ['LANG:EN']
herself         ['LANG:EN']
she-            {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', '-COMP:C/fin', 'COMP:R', 'PHI_N', '-SPEC:R', '-SPEC:C/fin', 'LANG:EN', 'COMP:uR', '-COMP:*', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'PF:she', 'COMP:T/prt', '-COMP:WH', 'LF:she', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
we              ['LANG:EN']
us              ['LANG:EN']
we-             {'-COMP:N', '-COMP:v', 'PF:we', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', 'LF:we', '-COMP:C/fin', 'COMP:R', 'PHI_N', '-SPEC:R', '-SPEC:C/fin', 'LANG:EN', 'COMP:uR', '-COMP:*', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'COMP:T/prt', '-COMP:WH', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
you_pl          ['LANG:EN']
you_pl-         {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', '-COMP:C/fin', 'COMP:R', '-SPEC:R', '-SPEC:C/fin', 'LANG:EN', 'COMP:uR', 'N', 'PHI', '-SPEC:FORCE', '-SPEC:uWH', 'PF:you_pl', 'COMP:T/prt', '-COMP:WH', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', 'LF:you_pl', '-COMP:D', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
they            ['LANG:EN']
them            ['LANG:EN']
they-           {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', '-COMP:C/fin', 'COMP:R', 'PF:they', 'PHI_N', '-SPEC:R', '-SPEC:C/fin', 'LANG:EN', 'COMP:uR', '-COMP:*', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'COMP:T/prt', '-COMP:WH', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', 'LF:they', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
it              ['LANG:EN']
it-             {'-SPEC:Neg/fin', 'COMP:n', '-SPEC:V', 'COMP:N', '!PROBE:N', '-SPEC:C', '-EDGE:*', '-COMP:uR', 'φ', '-SPEC:MA/lla', '-SPEC:INF', 'PF:it', 'adjoinable', 'LF:it/that', '!COMP:*', '-COMP:T/fin', 'LANG:EN', 'D', '-SPEC:P', '-COMP:P', 'COMP:φ', '-SPEC:T/fin', '-ARG'}
io              ['LANG:EN']
io-             {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', '-COMP:C/fin', 'COMP:R', 'PHI_N', '-SPEC:R', '-SPEC:C/fin', 'COMP:uR', '-COMP:*', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'LANG:IT', 'COMP:T/prt', '-COMP:WH', 'SPEC:A', '-SPEC:INF', '-COMP:V', 'LF:I', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', 'PF:io', '-SPEC:T/fin'}
tu              ['LANG:EN']
tu-             {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', '-COMP:C/fin', 'COMP:R', 'PHI_N', '-SPEC:R', '-SPEC:C/fin', 'COMP:uR', '-COMP:*', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'LANG:IT', 'COMP:T/prt', '-COMP:WH', 'PF:tu', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', 'LF:you', '-COMP:D', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
lui             ['LANG:EN']
lui-            {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', '-COMP:C/fin', 'COMP:R', 'PF:lui', 'PHI_N', 'LF:he', '-SPEC:R', '-SPEC:C/fin', 'COMP:uR', '-COMP:*', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'LANG:IT', 'COMP:T/prt', '-COMP:WH', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
lei             ['LANG:EN']
lei-            {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', '-COMP:C/fin', 'COMP:R', 'PHI_N', '-SPEC:R', '-SPEC:C/fin', 'COMP:uR', '-COMP:*', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'LANG:IT', 'COMP:T/prt', '-COMP:WH', 'PF:lei', 'LF:she', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
noi             ['LANG:EN']
noi-            {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', 'LF:we', '-COMP:C/fin', 'COMP:R', 'PF:noi', 'PHI_N', '-SPEC:R', '-SPEC:C/fin', 'COMP:uR', '-COMP:*', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'LANG:IT', 'COMP:T/prt', '-COMP:WH', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
voi             ['LANG:EN']
voi-            {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', '-COMP:C/fin', 'COMP:R', 'PHI_N', '-SPEC:R', '-SPEC:C/fin', 'COMP:uR', '-COMP:*', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'LANG:IT', 'PF:voi', 'COMP:T/prt', '-COMP:WH', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', 'LF:you_pl', '-COMP:D', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
loro            ['LANG:EN']
loro-           {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', '-COMP:C/fin', 'COMP:R', 'PHI_N', '-SPEC:R', '-SPEC:C/fin', 'COMP:uR', '-COMP:*', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'PF:loro', 'LANG:IT', 'COMP:T/prt', '-COMP:WH', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', 'LF:they', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
mi              ['LANG:EN']
mi-             {'PF:mi(cl)', '-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', '-COMP:C/fin', 'COMP:R', 'PHI_N', 'LF:me', '-SPEC:R', '-SPEC:C/fin', 'COMP:uR', '-COMP:*', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'LANG:IT', 'COMP:T/prt', '-COMP:WH', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', 'CL', '-SPEC:T/fin'}
la              ['LANG:EN']
