dummy          {'LANG:EN', 'dummy'}
to              {'!COMP:*', 'PHI:NUM:_', '-SPEC:T/prt', '-SPEC:V', 'LF:to', 'adjoinable', 'PHI:GEN:_', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:T', '-SPEC:C', '-VAL', '-SPEC:Neg/fin', 'PF:to', 'PHI:DET:_', '+SEM:directional', '-COMP:A', '-COMP:T/fin', '-SPEC:*', 'LANG:EN', '-COMP:ADV', '-float', 'TAIL:V', '-SPEC:C/fin', '-SPEC:iR', 'P', 'ARG', '-COMP:uWH', '-SPEC:v', '-SPEC:INF', '-COMP:N', '-SPEC:P', 'COMP:φ', '-SPEC:iWH', '-SPEC:N', 'PHI:PER:_', '-SPEC:T/fin'}
to_inf          {'-COMP:T/fin', 'LF:TO/inf', '!COMP:*', 'COMP:V', 'LANG:EN', 'COMP:v', 'adjoinable', '-SPEC:V', '-VAL', 'PF:TO/inf', 'TO/inf', '-SPEC:v', '-COMP:FORCE', '?ARG', '-COMP:C/fin', 'INF', '-SPEC:T/fin'}
towards         {'!COMP:*', 'PHI:NUM:_', '-SPEC:T/prt', '-SPEC:V', 'adjoinable', 'PHI:GEN:_', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:T', '-SPEC:C', '-VAL', '-SPEC:Neg/fin', 'PHI:DET:_', '-COMP:A', '-COMP:T/fin', 'LANG:EN', '-COMP:ADV', '-SPEC:*', '-float', 'TAIL:V', '-SPEC:C/fin', '-SPEC:iR', 'P', 'ARG', '-COMP:uWH', '-SPEC:v', '-SPEC:INF', '-COMP:N', '-SPEC:P', 'COMP:φ', '-SPEC:iWH', '-SPEC:N', 'PF:towards', 'PHI:PER:_', '-SPEC:T/fin', 'LF:towards'}
tonaisi         ['LANG:FI']
tonaista        ['LANG:FI']
tonaise-        {'!COMP:*', 'PHI:NUM:_', 'SPEC:P', '-COMP:V', 'ASP', 'PF:tonaise', 'CLASS:TR', 'PHI:GEN:_', 'LANG:FI', '-SPEC:FORCE', 'V', 'ARG', '-VAL', '-COMP:v', 'PHI:DET:_', 'LF:nudge', '-COMP:N', '-COMP:P', 'SPEC:ADV', 'SPEC:TO/inf', 'COMP:φ', 'COMP:P', 'PHI:PER:_', '-SPEC:T/fin'}
tta             {'!COMP:*', 'PHI:NUM:_', '-SPEC:T/prt', '-SPEC:V', 'adjoinable', 'PHI:GEN:_', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:T', '-SPEC:C', '-VAL', '-SPEC:Neg/fin', 'PHI:DET:_', '-COMP:A', '-COMP:T/fin', '-COMP:ADV', 'COMP:n/MA', '-SPEC:C/fin', '-SPEC:iR', 'P', 'LANG:FI', 'ARG', '-COMP:uWH', 'PF:tta', 'LF:without', '-SPEC:v', '-SPEC:INF', '-COMP:N', 'ADV', '-SPEC:P', 'COMP:φ', '-SPEC:iWH', 'SPEC:*', '-SPEC:N', 'PHI:PER:_', '-SPEC:T/fin'}
tries           ['LANG:EN']
try-            {'PHI:NUM:_', 'LANG:EN', 'SPEC:φ', 'SPEC:P', '-COMP:V', 'LF:try', 'ASP', 'PHI:GEN:_', 'PF:try', '-SPEC:FORCE', 'V', 'ARG', '-VAL', '!COMP:TO/inf', 'SEM:internal', '-COMP:v', 'PHI:DET:_', '-COMP:N', 'SPEC:ADV', 'SPEC:TO/inf', 'COMP:P', '!COMP:-ARG', 'PHI:PER:_', '-SPEC:T/fin'}
verifiche       {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', 'COMP:C', '-SPEC:V', '-SPEC:C/fin', 'N', 'LF:verification', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', '-COMP:WH', '-SPEC:uWH', '-COMP:v', 'COMP:R', '-SPEC:R', '-SPEC:INF', '-COMP:N', 'COMP:uR', '-SPEC:P', 'COMP:T/prt', 'LANG:IT', '-COMP:C/fin', 'SPEC:A', 'COMP:P', '-COMP:AUX', '-SPEC:N', 'PF:verifiche', '-SPEC:T/fin', '-COMP:A'}
virtaamalla     ['LANG:FI']
virtaa          ['LANG:FI']
virta-          {'PHI:NUM:_', 'SPEC:φ', 'SPEC:P', '-COMP:V', 'ASP', 'LF:flow', 'PHI:GEN:_', 'LANG:FI', '-SPEC:FORCE', 'V', 'ARG', '-COMP:φ', '-VAL', 'CLASS:INTR', '-COMP:v', '-COMP:MA/inf', 'PHI:DET:_', '-COMP:N', 'SPEC:ADV', 'SPEC:TO/inf', '!COMP:P', 'COMP:P', 'PHI:PER:_', '-SPEC:T/fin', 'PF:virtaa'}
voluto          ['LANG:IT']
vuole           ['LANG:IT']
volu-           {'!COMP:*', 'PHI:NUM:_', '-SPEC:*', 'LANG:EN', 'SPEC:P', '-COMP:V', 'ASP', 'PHI:GEN:_', '-SPEC:FORCE', 'V', 'ARG', '-VAL', 'PF:volu', 'SEM:internal', '-COMP:v', 'PHI:DET:_', '-COMP:N', 'SPEC:ADV', 'SPEC:TO/inf', 'LF:want', 'COMP:P', 'PHI:PER:_', '-SPEC:T/fin'}
voitti          ['LANG:FI']
voittanut       ['LANG:FI']
voittaa         ['LANG:FI']
voitta-         {'!COMP:*', 'PHI:NUM:_', 'LANG:EN', 'PHI:PER:_', 'SPEC:P', '-COMP:V', 'ASP', 'CLASS:TR', 'PHI:GEN:_', 'LF:win', '-SPEC:FORCE', 'V', 'ARG', '-VAL', '-COMP:v', 'PHI:DET:_', 'PF:voitta', '-COMP:N', '-COMP:P', 'SPEC:ADV', 'SPEC:TO/inf', 'COMP:φ', 'ASP:BOUNDED', 'COMP:P', 'SEM:achievement', '-SPEC:T/fin'}
wants           ['LANG:EN']
want-           {'!COMP:*', 'PHI:NUM:_', 'LANG:EN', 'PF:want', 'SPEC:P', '-COMP:V', 'ASP', 'CLASS:TR', 'PHI:GEN:_', '-SPEC:FORCE', 'V', 'ARG', '-VAL', 'COMP:TO/inf', '-COMP:v', '-SPEC:TO/inf', 'PHI:DET:_', '-COMP:N', '-COMP:P', 'SPEC:ADV', 'LF:want', 'COMP:φ', 'COMP:P', 'PHI:PER:_', '-SPEC:T/fin'}
what            ['LANG:EN']
what-           {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', '-SPEC:V', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'PF:what', 'LF:what', 'COMP:R', '-SPEC:R', 'PHI_N', 'COMP:T/prt', '-COMP:C/fin', '-COMP:AUX', '-COMP:A', 'LANG:EN', 'COMP:C', '-SPEC:C/fin', 'N', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', '-COMP:*', 'COMP:uR', '-SPEC:P', 'SPEC:A', 'COMP:P', '-SPEC:N', '-SPEC:T/fin'}
which           {'-EDGE:*', '!COMP:*', '-COMP:T/fin', 'LANG:EN', '-SPEC:MA/lla', '-SPEC:V', 'adjoinable', '-ARG', '!PROBE:N', 'OP:WH', '-SPEC:C', 'PF:which', '-SPEC:Neg/fin', 'φ', 'D', '-SPEC:INF', '-COMP:P', 'DIS:WH', '-SPEC:P', 'COMP:φ', '-COMP:uR', 'COMP:N', 'COMP:n', '-SPEC:T/fin', 'LF:which'}
who             ['LANG:EN']
who-            {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', '-SPEC:V', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'COMP:R', '-SPEC:R', 'PHI_N', 'COMP:T/prt', '-COMP:C/fin', '-COMP:AUX', '-COMP:A', 'LANG:EN', 'COMP:C', 'PF:who', '-SPEC:C/fin', 'N', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', '-COMP:*', 'COMP:uR', 'LF:who', '-SPEC:P', 'SPEC:A', 'COMP:P', '-SPEC:N', '-SPEC:T/fin'}
whether         {'!COMP:*', 'LF:whether', 'LANG:EN', '-SPEC:*', 'FORCE', 'PF:whether', 'OP:Q', '!PROBE:FIN', '-ARG', 'COMP:T/fin', 'Q', 'COMP:C/fin', 'FIN', 'OP:WH', '-VAL'}
yrittaa         ['LANG:FI']
yritta-         {'PHI:NUM:_', 'LANG:EN', 'SPEC:φ', 'PF:yritta', 'SPEC:P', '-COMP:V', 'LF:try', 'ASP', 'PHI:GEN:_', '-SPEC:FORCE', 'V', 'ARG', '-VAL', 'SEM:internal', '-COMP:v', 'PHI:DET:_', '-COMP:N', 'SPEC:ADV', 'SPEC:TO/inf', '!COMP:A/inf', 'COMP:P', '!COMP:-ARG', 'PHI:PER:_', '-SPEC:T/fin'}
mina            ['LANG:EN']
mina-           {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', '-SPEC:V', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'COMP:R', '-SPEC:R', 'PHI_N', 'COMP:T/prt', 'LF:I', '-COMP:C/fin', '-COMP:AUX', '-COMP:A', 'PF:mina', 'COMP:C', '-SPEC:C/fin', 'LANG:FI', 'N', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', '-COMP:*', 'COMP:uR', '-SPEC:P', 'SPEC:A', 'COMP:P', '-SPEC:N', '-SPEC:T/fin'}
sina            ['LANG:EN']
sina-           {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', '-SPEC:V', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'COMP:R', '-SPEC:R', 'PHI_N', 'COMP:T/prt', '-COMP:C/fin', '-COMP:AUX', '-COMP:A', 'PF:sina', 'COMP:C', '-SPEC:C/fin', 'LANG:FI', 'N', 'LF:you', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', '-COMP:*', 'COMP:uR', '-SPEC:P', 'SPEC:A', 'COMP:P', '-SPEC:N', '-SPEC:T/fin'}
han             ['LANG:EN']
han-            {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', '-SPEC:V', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'COMP:R', '-SPEC:R', 'PHI_N', 'COMP:T/prt', '-COMP:C/fin', '-COMP:AUX', '-COMP:A', 'COMP:C', '-SPEC:C/fin', 'LANG:FI', 'N', 'PF:han', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', 'LF:s/he', '-COMP:*', 'COMP:uR', '-SPEC:P', 'SPEC:A', 'COMP:P', '-SPEC:N', '-SPEC:T/fin'}
hanet           ['LANG:EN']
me              ['LANG:EN']
me-             {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', '-SPEC:V', 'LF:we', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'PF:me', 'COMP:R', '-SPEC:R', 'PHI_N', 'COMP:T/prt', '-COMP:C/fin', '-COMP:AUX', '-COMP:A', 'COMP:C', '-SPEC:C/fin', 'LANG:FI', 'N', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', '-COMP:*', 'COMP:uR', '-SPEC:P', 'SPEC:A', 'COMP:P', '-SPEC:N', '-SPEC:T/fin'}
te              ['LANG:EN']
te-             {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', '-SPEC:V', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'COMP:R', '-SPEC:R', 'PHI_N', 'COMP:T/prt', '-COMP:C/fin', '-COMP:AUX', '-COMP:A', 'COMP:C', '-SPEC:C/fin', 'LANG:FI', 'N', 'LF:you', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', '-COMP:*', 'COMP:uR', '-SPEC:P', 'SPEC:A', 'COMP:P', '-SPEC:N', '-SPEC:T/fin', 'PF:te'}
he_FI           ['LANG:EN']
heidan          ['LANG:EN']
he_FI-          {'COMP:R/D', '-COMP:VA/inf', 'PF:he', '-COMP:V', 'COMP:D/rel', '-SPEC:V', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'COMP:R', '-SPEC:R', 'PHI_N', 'COMP:T/prt', '-COMP:C/fin', '-COMP:AUX', '-COMP:A', 'COMP:C', '-SPEC:C/fin', 'LANG:FI', 'N', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', '-COMP:*', 'COMP:uR', 'LF:they', '-SPEC:P', 'SPEC:A', 'COMP:P', '-SPEC:N', '-SPEC:T/fin'}
se              ['LANG:EN']
sen             ['LANG:EN']
sita            ['LANG:EN']
se-             {'-EDGE:*', '!COMP:*', '-COMP:T/fin', '-SPEC:MA/lla', '-SPEC:V', 'adjoinable', '-ARG', 'LANG:FI', '!PROBE:N', '-SPEC:C', 'PF:se', '-SPEC:Neg/fin', 'φ', 'LF:the/that', 'D', '-SPEC:INF', '-COMP:P', '-SPEC:P', 'COMP:φ', '-COMP:uR', 'COMP:N', 'COMP:n', '-SPEC:T/fin'}
I               ['LANG:EN']
I-              {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', '-SPEC:V', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'COMP:R', '-SPEC:R', 'PHI_N', 'COMP:T/prt', 'LF:I', '-COMP:C/fin', 'PF:I', '-COMP:AUX', '-COMP:A', 'LANG:EN', 'COMP:C', '-SPEC:C/fin', 'N', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', '-COMP:*', 'COMP:uR', '-SPEC:P', 'SPEC:A', 'COMP:P', '-SPEC:N', '-SPEC:T/fin'}
you             ['LANG:EN']
you-            {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', '-SPEC:V', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'COMP:R', '-SPEC:R', 'PHI_N', 'COMP:T/prt', '-COMP:C/fin', '-COMP:AUX', 'PF:you', '-COMP:A', 'LANG:EN', 'COMP:C', '-SPEC:C/fin', 'N', 'LF:you', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', '-COMP:*', 'COMP:uR', '-SPEC:P', 'SPEC:A', 'COMP:P', '-SPEC:N', '-SPEC:T/fin'}
he              ['LANG:EN']
he-             {'COMP:R/D', '-COMP:VA/inf', 'PF:he', '-COMP:V', 'COMP:D/rel', '-SPEC:V', '-SPEC:FORCE', '-SPEC:ADV', 'LF:he', '-COMP:D', 'COMP:R', '-SPEC:R', 'PHI_N', 'COMP:T/prt', '-COMP:C/fin', '-COMP:AUX', '-COMP:A', 'LANG:EN', 'COMP:C', '-SPEC:C/fin', 'N', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', '-COMP:*', 'COMP:uR', '-SPEC:P', 'SPEC:A', 'COMP:P', '-SPEC:N', '-SPEC:T/fin'}
she             ['LANG:EN']
she-            {'PF:she', 'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', '-SPEC:V', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'COMP:R', '-SPEC:R', 'PHI_N', 'COMP:T/prt', '-COMP:C/fin', '-COMP:AUX', '-COMP:A', 'LANG:EN', 'LF:she', 'COMP:C', '-SPEC:C/fin', 'N', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', '-COMP:*', 'COMP:uR', '-SPEC:P', 'SPEC:A', 'COMP:P', '-SPEC:N', '-SPEC:T/fin'}
we              ['LANG:EN']
we-             {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', '-SPEC:V', 'LF:we', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'COMP:R', '-SPEC:R', 'PHI_N', 'COMP:T/prt', '-COMP:C/fin', '-COMP:AUX', '-COMP:A', 'LANG:EN', 'COMP:C', '-SPEC:C/fin', 'N', '-COMP:WH', '-SPEC:uWH', 'PF:we', '-COMP:v', '-SPEC:INF', '-COMP:N', '-COMP:*', 'COMP:uR', '-SPEC:P', 'SPEC:A', 'COMP:P', '-SPEC:N', '-SPEC:T/fin'}
you_pl          ['LANG:EN']
you_pl-         {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', '-SPEC:V', '-SPEC:N', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'COMP:R', '-SPEC:R', 'COMP:T/prt', '-COMP:C/fin', '-COMP:AUX', '-COMP:A', 'LANG:EN', 'COMP:C', '-SPEC:C/fin', 'N', '-COMP:WH', '-SPEC:uWH', 'PF:you_pl', '-COMP:v', '-SPEC:INF', '-COMP:N', 'LF:you_pl', 'COMP:uR', '-SPEC:P', 'SPEC:A', 'COMP:P', 'PHI', '-SPEC:T/fin'}
they            ['LANG:EN']
they-           {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', '-SPEC:V', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'COMP:R', '-SPEC:R', 'PHI_N', 'COMP:T/prt', '-COMP:C/fin', '-COMP:AUX', '-COMP:A', 'LANG:EN', 'COMP:C', '-SPEC:C/fin', 'N', '-COMP:WH', '-SPEC:uWH', 'PF:they', '-COMP:v', '-SPEC:INF', '-COMP:N', '-COMP:*', 'COMP:uR', 'LF:they', '-SPEC:P', 'SPEC:A', 'COMP:P', '-SPEC:N', '-SPEC:T/fin'}
it              ['LANG:EN']
it-             {'-EDGE:*', '!COMP:*', '-COMP:T/fin', 'LANG:EN', '-SPEC:MA/lla', '-SPEC:V', 'adjoinable', '-ARG', '!PROBE:N', '-SPEC:C', 'LF:it/that', '-SPEC:Neg/fin', 'φ', 'D', '-SPEC:INF', 'PF:it', '-COMP:P', '-SPEC:P', 'COMP:φ', '-COMP:uR', 'COMP:N', 'COMP:n', '-SPEC:T/fin'}
io              ['LANG:EN']
io-             {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', '-SPEC:V', 'PF:io', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'COMP:R', '-SPEC:R', 'PHI_N', 'COMP:T/prt', 'LF:I', 'LANG:IT', '-COMP:C/fin', '-COMP:AUX', '-COMP:A', 'COMP:C', '-SPEC:C/fin', 'N', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', '-COMP:*', 'COMP:uR', '-SPEC:P', 'SPEC:A', 'COMP:P', '-SPEC:N', '-SPEC:T/fin'}
tu              ['LANG:EN']
tu-             {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', '-SPEC:V', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'COMP:R', '-SPEC:R', 'PHI_N', 'COMP:T/prt', 'LANG:IT', '-COMP:C/fin', '-COMP:AUX', 'PF:tu', '-COMP:A', 'COMP:C', '-SPEC:C/fin', 'N', 'LF:you', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', '-COMP:*', 'COMP:uR', '-SPEC:P', 'SPEC:A', 'COMP:P', '-SPEC:N', '-SPEC:T/fin'}
lui             ['LANG:EN']
lui-            {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', '-SPEC:V', 'PF:lui', '-SPEC:FORCE', '-SPEC:ADV', 'LF:he', '-COMP:D', 'COMP:R', '-SPEC:R', 'PHI_N', 'COMP:T/prt', 'LANG:IT', '-COMP:C/fin', '-COMP:AUX', '-COMP:A', 'COMP:C', '-SPEC:C/fin', 'N', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', '-COMP:*', 'COMP:uR', '-SPEC:P', 'SPEC:A', 'COMP:P', '-SPEC:N', '-SPEC:T/fin'}
lei             ['LANG:EN']
lei-            {'PF:lei', 'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', '-SPEC:V', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'COMP:R', '-SPEC:R', 'PHI_N', 'COMP:T/prt', 'LANG:IT', '-COMP:C/fin', '-COMP:AUX', '-COMP:A', 'LF:she', 'COMP:C', '-SPEC:C/fin', 'N', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', '-COMP:*', 'COMP:uR', '-SPEC:P', 'SPEC:A', 'COMP:P', '-SPEC:N', '-SPEC:T/fin'}
noi             ['LANG:EN']
noi-            {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', '-SPEC:V', 'LF:we', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'PF:noi', 'COMP:R', '-SPEC:R', 'PHI_N', 'COMP:T/prt', 'LANG:IT', '-COMP:C/fin', '-COMP:AUX', '-COMP:A', 'COMP:C', '-SPEC:C/fin', 'N', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', '-COMP:*', 'COMP:uR', '-SPEC:P', 'SPEC:A', 'COMP:P', '-SPEC:N', '-SPEC:T/fin'}
voi             ['LANG:EN']
voi-            {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', '-SPEC:V', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'PF:voi', 'COMP:R', '-SPEC:R', 'PHI_N', 'COMP:T/prt', 'LANG:IT', '-COMP:C/fin', '-COMP:AUX', '-COMP:A', 'COMP:C', '-SPEC:C/fin', 'N', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', 'LF:you_pl', '-COMP:*', 'COMP:uR', '-SPEC:P', 'SPEC:A', 'COMP:P', '-SPEC:N', '-SPEC:T/fin'}
loro            ['LANG:EN']
loro-           {'COMP:R/D', 'PF:loro', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', '-SPEC:V', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'COMP:R', '-SPEC:R', 'PHI_N', 'COMP:T/prt', 'LANG:IT', '-COMP:C/fin', '-COMP:AUX', '-COMP:A', 'COMP:C', '-SPEC:C/fin', 'N', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', '-COMP:*', 'COMP:uR', 'LF:they', '-SPEC:P', 'SPEC:A', 'COMP:P', '-SPEC:N', '-SPEC:T/fin'}
mi              ['LANG:EN']
mi-             {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', '-SPEC:V', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'COMP:R', '-SPEC:R', 'PHI_N', 'COMP:T/prt', 'LANG:IT', '-COMP:C/fin', '-COMP:AUX', '-COMP:A', 'CL', 'COMP:C', '-SPEC:C/fin', 'N', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', '-COMP:*', 'COMP:uR', '-SPEC:P', 'SPEC:A', 'LF:me', 'COMP:P', 'PF:mi(cl)', '-SPEC:N', '-SPEC:T/fin'}
la              ['LANG:EN']
la-             {'COMP:R/D', '-COMP:VA/inf', 'PF:la(cl)', '-COMP:V', 'COMP:D/rel', '-SPEC:V', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'COMP:R', '-SPEC:R', 'PHI_N', 'LF:her', 'COMP:T/prt', 'LANG:IT', '-COMP:C/fin', '-COMP:AUX', '-COMP:A', 'CL', 'COMP:C', '-SPEC:C/fin', 'N', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', '-COMP:*', 'COMP:uR', '-SPEC:P', 'SPEC:A', 'COMP:P', '-SPEC:N', '-SPEC:T/fin'}
lo              ['LANG:EN']
lo-             {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', '-SPEC:V', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'LF:him', 'COMP:R', '-SPEC:R', 'PHI_N', 'COMP:T/prt', 'LANG:IT', '-COMP:C/fin', '-COMP:AUX', '-COMP:A', 'CL', 'PF:lo(cl)', 'COMP:C', '-SPEC:C/fin', 'N', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', '-COMP:*', 'COMP:uR', '-SPEC:P', 'SPEC:A', 'COMP:P', '-SPEC:N', '-SPEC:T/fin'}
si              ['LANG:EN']
si-             {'PF:si(cl)', 'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', '-SPEC:V', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'COMP:R', '-SPEC:R', 'PHI_N', 'COMP:T/prt', 'LANG:IT', 'LF:3sg', '-COMP:C/fin', '-COMP:AUX', '-COMP:A', 'COMP:C', '-SPEC:C/fin', 'N', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', '-COMP:*', 'COMP:uR', '-SPEC:P', 'SPEC:A', 'CAL:CL', 'COMP:P', '-SPEC:N', '-SPEC:T/fin'}
gli             ['LANG:EN']
ci              ['LANG:EN']
ci-             {'LF:there', 'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', '-SPEC:V', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'COMP:R', '-SPEC:R', 'PHI_N', 'COMP:T/prt', 'LANG:IT', '-COMP:C/fin', '-COMP:AUX', '-COMP:A', 'PF:ci', 'COMP:C', '-SPEC:C/fin', 'N', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', '-COMP:*', 'COMP:uR', '-SPEC:P', 'SPEC:A', 'COMP:P', '-SPEC:N', '-SPEC:T/fin'}
[-n]            {'inflectional', 'PHI:HUM:HUM', 'LANG:FI', 'PHI', 'PHI:PER:1', 'PHI:NUM:SG', 'PHI:DET:DEF'}
[-t]            {'inflectional', 'PHI:HUM:HUM', 'LANG:FI', 'PHI', 'PHI:NUM:SG', 'PHI:PER:2', 'PHI:DET:DEF'}
[-V]            {'inflectional', 'PHI:PER:3', 'LANG:FI', 'PHI', 'PHI:NUM:SG'}
[-mme]          {'inflectional', 'PHI:HUM:HUM', 'PHI', 'LANG:FI', 'PHI:NUM:PL', 'PHI:PER:1', 'PHI:DET:DEF'}
[-mme]          {'inflectional', 'PHI:HUM:HUM', 'LANG:FI', 'PHI:NUM:PL', 'PHI:PER:1', 'PHI:DET:DEF'}
[-tte]          {'inflectional', 'PHI:HUM:HUM', 'PHI', 'LANG:FI', 'PHI:NUM:PL', 'PHI:PER:2', 'PHI:DET:DEF'}
[-vat]          {'inflectional', 'PHI', 'PHI:PER:3', 'LANG:FI', 'PHI:NUM:PL'}
[-ni]           {'inflectional', 'PHI:HUM:HUM', 'LANG:FI', 'PHI', 'PHI:PER:1', 'PHI:NUM:SG', 'PHI:DET:DEF'}
[-si]           {'inflectional', 'PHI:HUM:HUM', 'LANG:FI', 'PHI', 'PHI:NUM:SG', 'PHI:PER:2', 'PHI:DET:DEF'}
[-nsa]          {'inflectional', 'PHI:PER:3', 'LANG:FI', 'PHI', 'PHI:NUM:SG'}
[-an]           {'inflectional', 'PHI:PER:3', 'LANG:FI', 'PHI', 'PHI:NUM:SG', 'PHI:DET:DEF'}
[-nne]          {'inflectional', 'PHI:HUM:HUM', 'LANG:FI', 'PHI:NUM:PL', 'PHI:PER:2', 'PHI:DET:DEF'}
[-s]            {'inflectional', 'PHI:PER:3', 'PHI:NUM:SG', 'LANG:EN', 'PHI:GEN:F', 'PHI', 'PHI:GEN:M'}
[-0]            {'LANG:EN', 'PHI:GEN:N', 'PHI:DET:DEF', 'inflectional', 'PHI:PER:3', 'PHI:NUM:PL', 'PHI', 'PHI:NUM:SG', 'PHI:PER:2', 'PHI:PER:1'}
